Species_rep	Phylum	Class	Order	Family	Genus	Species
MGYG-HGUT-03131	Firmicutes_C	Negativicutes	UBA1444			
MGYG-HGUT-03132	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	
MGYG-HGUT-03133	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	BacillusC	BacillusC sp900199695
MGYG-HGUT-03134	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG-HGUT-03136	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG-HGUT-03139	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cochlearium
MGYG-HGUT-03140	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000758755
MGYG-HGUT-03142	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
MGYG-HGUT-03143	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
MGYG-HGUT-03145	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae		
MGYG-HGUT-03147	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Robinsoniella	
MGYG-HGUT-03153	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	RUG420	
MGYG-HGUT-03154	Verrucomicrobiota	Verrucomicrobiae	Opitutales	CAG-312		
MGYG-HGUT-03155	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
MGYG-HGUT-03156	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-03157	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03159	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03160	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03161	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-03162	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	
MGYG-HGUT-03165	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	
MGYG-HGUT-03167	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-04576	Firmicutes_A	Clostridia	4C28d-15	CAG-917		
MGYG-HGUT-03168	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-04623	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
MGYG-HGUT-03171	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	
MGYG-HGUT-03172	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
MGYG-HGUT-03173	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG-HGUT-03174	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03175	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03176	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03177	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	K10	
MGYG-HGUT-04626	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	
MGYG-HGUT-03178	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola
MGYG-HGUT-04434	Firmicutes_A	Clostridia	4C28d-15	CAG-314		
MGYG-HGUT-03179	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-03180	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03181	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03182	Firmicutes_A	Clostridia	4C28d-15			
MGYG-HGUT-03183	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03193	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	
MGYG-HGUT-03191	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03194	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	
MGYG-HGUT-03935	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	
MGYG-HGUT-03195	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	
MGYG-HGUT-03196	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	
MGYG-HGUT-03403	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophiliaM
MGYG-HGUT-03200	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	
MGYG-HGUT-03201	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	
MGYG-HGUT-03202	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263	
MGYG-HGUT-03206	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03207	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UBA1206	
MGYG-HGUT-03208	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas extremaustralis
MGYG-HGUT-03209	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03210	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae		
MGYG-HGUT-03212	Firmicutes_A	Clostridia	4C28d-15			
MGYG-HGUT-03219	Firmicutes_A	Clostridia	Oscillospirales	CAG-272		
MGYG-HGUT-03221	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		
MGYG-HGUT-03225	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03244	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03931	Firmicutes_A	Clostridia	4C28d-15	CAG-552		
MGYG-HGUT-03229	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03234	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03235	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-03236	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03240	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	
MGYG-HGUT-03241	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-03245	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	
MGYG-HGUT-03246	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-03247	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-03248	Firmicutes_A	Clostridia	4C28d-15	CAG-727		
MGYG-HGUT-03280	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
MGYG-HGUT-03249	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	
MGYG-HGUT-03252	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-03253	Firmicutes_A	Clostridia	4C28d-15			
MGYG-HGUT-03254	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-03255	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp002473395
MGYG-HGUT-03256	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	
MGYG-HGUT-03859	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	51-20	51-20 sp001917175
MGYG-HGUT-04082	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03258	Firmicutes_A	Clostridia	4C28d-15	CAG-552		
MGYG-HGUT-03259	Firmicutes_G	SHA-98	DTUO25			
MGYG-HGUT-03260	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03266	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03261	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03262	Firmicutes_A	Clostridia	Christensenellales	CAG-138	Phil1	
MGYG-HGUT-03263	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-03264	Firmicutes_A	Clostridia	Christensenellales	CAG-138		
MGYG-HGUT-03265	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	Spiro-02	
MGYG-HGUT-03267	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
MGYG-HGUT-03268	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03269	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
MGYG-HGUT-03270	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
MGYG-HGUT-03271	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	
MGYG-HGUT-03273	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03274	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03275	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03276	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03277	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	
MGYG-HGUT-03281	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03283	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	51-20	
MGYG-HGUT-03285	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
MGYG-HGUT-03286	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	
MGYG-HGUT-03911	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	QAMM01	
MGYG-HGUT-03289	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
MGYG-HGUT-03301	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	F0040	
MGYG-HGUT-03304	Firmicutes_A	Clostridia	Christensenellales	Christensenellaceae	QANA01	
MGYG-HGUT-03305	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	UBA4644	
MGYG-HGUT-03704	Firmicutes_A	Thermoanaerobacteria	Caldanaerobiales	UBA4877	UBA4877	UBA4877 sp002399345
MGYG-HGUT-04324	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03355	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phytofermentans
MGYG-HGUT-03315	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03316	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	
MGYG-HGUT-03317	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus buchneri
MGYG-HGUT-03710	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coryniformis
MGYG-HGUT-03319	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	
MGYG-HGUT-03322	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03323	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
MGYG-HGUT-03328	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03327	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	
MGYG-HGUT-03330	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
MGYG-HGUT-03333	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
MGYG-HGUT-03338	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	
MGYG-HGUT-03339	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03340	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900120295
MGYG-HGUT-03341	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03342	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-03345	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
MGYG-HGUT-03347	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03349	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-462	
MGYG-HGUT-03350	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03351	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-03359	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus	
MGYG-HGUT-03360	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei
MGYG-HGUT-03362	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp900079735
MGYG-HGUT-03363	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-03364	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03365	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia sp002298805
MGYG-HGUT-03366	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03367	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG-HGUT-03368	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Finegoldia	
MGYG-HGUT-03369	Firmicutes_A	Clostridia	Tissierellales	Helcococcaceae	Anaerococcus	Anaerococcus sp900258475
MGYG-HGUT-03371	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
MGYG-HGUT-03377	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Metakosakonia	Metakosakonia sp002377245
MGYG-HGUT-03382	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
MGYG-HGUT-03378	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Nissabacter	Nissabacter archeti
MGYG-HGUT-03379	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea anthophila
MGYG-HGUT-03401	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
MGYG-HGUT-03384	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	BOG-935	
MGYG-HGUT-03387	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		
MGYG-HGUT-03389	Bdellovibrionota	Bacteriovoracia				
MGYG-HGUT-03390	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Pseudescherichia vulneris
MGYG-HGUT-03392	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis
MGYG-HGUT-03393	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis
MGYG-HGUT-03395	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	RIT-PI-d	
MGYG-HGUT-03397	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	
MGYG-HGUT-03398	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae		
MGYG-HGUT-03399	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia ureilytica
MGYG-HGUT-03400	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp003028475
MGYG-HGUT-03402	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lactis
MGYG-HGUT-03406	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	
MGYG-HGUT-03404	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
MGYG-HGUT-03407	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Metamycoplasma	Metamycoplasma hominis
MGYG-HGUT-03647	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	
MGYG-HGUT-03602	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
MGYG-HGUT-03413	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	
MGYG-HGUT-03414	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
MGYG-HGUT-03604	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		
MGYG-HGUT-03415	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-03416	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae		
MGYG-HGUT-03603	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA3388	UBA3388 sp002358835
MGYG-HGUT-03419	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	
MGYG-HGUT-03420	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	
MGYG-HGUT-03421	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	
MGYG-HGUT-03422	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA1712	
MGYG-HGUT-03423	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae		
MGYG-HGUT-03424	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
MGYG-HGUT-03425	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	
MGYG-HGUT-03534	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	
MGYG-HGUT-03426	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	
MGYG-HGUT-03427	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03531	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	ISO4-G1	
MGYG-HGUT-03428	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	
MGYG-HGUT-03429	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	
MGYG-HGUT-03430	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-03431	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	HUN007	
MGYG-HGUT-03432	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA6857	
MGYG-HGUT-03433	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
MGYG-HGUT-03434	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-279	
MGYG-HGUT-03435	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	UBA5920	
MGYG-HGUT-03436	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Ruminobacter	
MGYG-HGUT-03437	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	
MGYG-HGUT-03438	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NHYM01	
MGYG-HGUT-04457	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	
MGYG-HGUT-03440	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Anaerobiospirillum	Anaerobiospirillum succiniciproducens
MGYG-HGUT-03441	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Dakarella	
MGYG-HGUT-03443	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA1067	
MGYG-HGUT-03651	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	
MGYG-HGUT-03444	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03445	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03446	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		
MGYG-HGUT-03447	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	
MGYG-HGUT-03650	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1786	
MGYG-HGUT-03628	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	RUG420	
MGYG-HGUT-03448	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03453	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae		
MGYG-HGUT-03462	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03610	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		
MGYG-HGUT-03466	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	
MGYG-HGUT-03467	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-03468	Firmicutes_A	Clostridia	Monoglobales			
MGYG-HGUT-03469	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-03470	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	
MGYG-HGUT-03471	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	
MGYG-HGUT-03472	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-03473	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA6857	
MGYG-HGUT-03474	Firmicutes_A	Clostridia	Christensenellales	QALW01		
MGYG-HGUT-03598	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
MGYG-HGUT-03480	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03490	Firmicutes_A	Clostridia	Christensenellales	CAG-74	UBA11524	
MGYG-HGUT-03621	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp003456415
MGYG-HGUT-03491	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	UBA2804	
MGYG-HGUT-03492	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	
MGYG-HGUT-03493	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002299275
MGYG-HGUT-03494	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	
MGYG-HGUT-03495	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	
MGYG-HGUT-03496	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	
MGYG-HGUT-03497	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	
MGYG-HGUT-03642	Verrucomicrobiota	Kiritimatiellae	RFP12	UBA1067	UBA3624	
MGYG-HGUT-03498	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae		
MGYG-HGUT-03499	Verrucomicrobiota	Kiritimatiellae	RFP12			
MGYG-HGUT-03500	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	
MGYG-HGUT-03501	Firmicutes_A	Clostridia	TANB77	CAG-508	UBA7001	
MGYG-HGUT-03502	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03506	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-196	
MGYG-HGUT-03510	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA6857	
MGYG-HGUT-03511	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae		
MGYG-HGUT-03512	Firmicutes_A	Clostridia	Christensenellales	CAG-74	UBA11524	
MGYG-HGUT-03565	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA3388	
MGYG-HGUT-03513	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03514	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter intestinalis
MGYG-HGUT-03515	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	
MGYG-HGUT-03516	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	
MGYG-HGUT-03517	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-03518	Firmicutes	Bacilli	RF39	CAG-1000	CAG-1000	
MGYG-HGUT-03519	Firmicutes_A	Clostridia	4C28d-15	UBA1242		
MGYG-HGUT-03520	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03521	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG-HGUT-03522	Firmicutes_A	Clostridia	4C28d-15	UBA1242	UBA7862	
MGYG-HGUT-03523	Firmicutes_A	Clostridia	4C28d-15	CAG-917	CAG-475	
MGYG-HGUT-03524	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	
MGYG-HGUT-03525	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
MGYG-HGUT-03526	Firmicutes_A	Clostridia	Christensenellales	CAG-138	UBA1685	
MGYG-HGUT-03527	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	
MGYG-HGUT-03528	Verrucomicrobiota	Lentisphaeria	UBA1407	UBA1407		
MGYG-HGUT-03529	Firmicutes_A	Clostridia	Oscillospirales	CAG-382		
MGYG-HGUT-03530	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	
